number_of_frame,current_time(s),camera_motion_x,camera_motion_y,net_camera_motion,camera_motion_angle,internal_motion_x,internal_motion_y,net_internal_motion,internal_motion_angle
2,0.08,0.0,0.0,0.0,0.0,1.046221105404842e-05,-1.7912259302389475e-06,1.061444065754825e-05,-0.1695650781877097
3,0.12,0.0009986318182200193,0.0010229703621007502,0.0014295922041260443,0.7974368168565229,3.8659390610830147,1.6589969225777141,4.206870049470241,0.4053650057955086
4,0.16,0.008023828035220504,0.007279570214450359,0.010833926289480808,0.7368029518777605,5.455955724433915,3.2535339907423397,6.352396106659202,0.5377144261437314
5,0.2,0.007571001711767167,-0.0037402454763650894,0.008444495434485761,-0.45885421461727605,7.050609457393171,3.73452414786834,7.978581598986989,0.4871039961041362
6,0.24,0.0035843675141222775,0.03324170038104057,0.033434388504938566,1.4633838882009647,7.681678942671063,4.567049580483157,8.93678539794189,0.5363936006315337
7,0.28,0.006224013864994049,0.01050930842757225,0.01221408663050493,1.0361035831896859,13.147917575641179,8.055394433856378,15.419374697466125,0.5496869319106672
8,0.32,0.26728197932243347,0.11528036184608936,0.29108283751860575,0.4071998661231427,18.40211809783806,8.53707689124033,20.285946670878555,0.4343678040666806
9,0.36,0.11467559263110161,0.0757335927337408,0.13742659354598907,0.5836627049429371,22.534159283912107,6.638747985198358,23.4917285324792,0.2865028730195775
10,0.4,0.0,0.0,0.0,0.0,0.005157174004448785,-0.0007655478112491561,0.00521368460529314,-0.14736713391312184
11,0.44,-0.00230526365339756,0.008997843600809574,0.00928845681350275,1.821603399322232,23.39206799513488,0.7763835583089127,23.4049485476603,0.033177856027344445
12,0.48,0.0262046679854393,-0.04788989434018731,0.054590535847721916,-1.070116332017595,21.134877507940487,-2.604728739919072,21.29478009006454,-0.12262479413906474
13,0.52,0.020147991832345724,-0.004079798236489296,0.020556904643616244,-0.19979013580185598,18.72020694643926,-8.073230194047461,20.38683874178614,-0.4071588694571742
14,0.56,0.03651488572359085,-0.0030769972363486886,0.03664430094024713,-0.08406831580842836,11.572246688350484,4.158086642298077,12.296608391784153,0.34494940804857926
15,0.6,-0.01555749773979187,0.007506348192691803,0.017273708319685055,2.692050333816467,-7.1968335130626775,14.493400287609777,16.18187456729378,2.031687634184966
16,0.64,0.017645299434661865,0.755325585603714,0.7555316650278348,1.547439391881492,-1.1591089375519459,9.856729777050607,9.924648881794706,1.6878544033446101
17,0.68,-1.5477448105812073,0.9118570983409882,1.7963845263405893,2.6091877394842133,0.6164077638991086,2.9679068387732093,3.0312422428819317,1.3660165579062393
18,0.72,-3.0431631803512573,0.7763516306877136,3.1406311462374967,2.891807222210443,4.975042279502492,-0.1975935529485161,4.978964640867031,-0.039696095622601464
19,0.76,1.1927727460861206,-2.690046012401581,2.9426271208978334,-1.153442529245476,-6.479071935900936,3.054232963838695,7.162870384697603,2.7010858847453303
20,0.8,5.053502321243286,2.3930605053901672,5.591477827307332,0.4422604771353876,3.8625354873986897,-1.5196146262427908,4.150711867102467,-0.37482469282551933
21,0.84,6.055727481842041,1.643962767906487,6.2749062874755115,0.265083664381429,4.924551260441909,2.20738392383734,5.396642373173854,0.4213898636786309
22,0.88,3.9889684915542603,-0.6541978269815445,4.042257342555029,-0.16255467367946091,10.032623908137097,-0.6688097443919123,10.054891792372391,-0.06656500323039266
23,0.92,-0.020357489585876465,0.588522732257843,0.5888747182266155,1.6053733700867276,13.750843600696987,-1.4166758837817628,13.82362724795913,-0.10266245245191576
24,0.96,1.9943544268608093,-0.319266140460968,2.019747619972394,-0.15873809639839512,13.930030218200919,-2.4982104702643406,14.152271811752668,-0.17745349772984428
25,1.0,1.0378545224666595,-0.2050094180740416,1.057908725412337,-0.19502130356170636,22.299265462101243,-3.85637368377781,22.63026420831616,-0.17124351407871324
26,1.04,-0.012901917099952698,-0.08294144459068775,0.08393892241174042,-1.725114097499934,30.524269586853038,-5.747585658032769,31.06067891574982,-0.18611641877511137
27,1.08,0.3525082767009735,-0.20858966559171677,0.40959947965586374,-0.5343163064488535,32.244895272681745,-4.215227367587295,32.5192468071859,-0.12998829857607233
28,1.12,0.2271093875169754,-0.02993338811211288,0.22907352885526971,-0.1310462855094014,24.03228490260648,-5.1920612106533195,24.586748814253955,-0.21277502159284592
29,1.16,0.05773167312145233,0.13744445890188217,0.14907691090250494,1.1731374098711862,15.69019078058225,-2.423241864380277,15.876214531945374,-0.15323242994753195
30,1.2,-0.0042721182107925415,0.028639614582061768,0.02895649352763608,1.718872626197149,11.124674317284867,1.4983727069842963,11.225128036449872,0.1338834097222488
31,1.24,0.15173134952783585,0.01891203224658966,0.1529054197640958,0.12400205436475349,10.50781533257093,2.6392235773213115,10.834190516808416,0.24607735182629975
32,1.28,0.010545887053012848,0.041696831583976746,0.04300978374599696,1.3230730260639343,3.6879911982093327,2.683207682304912,4.560798454706107,0.6289793311851263
33,1.32,0.13200265914201736,-0.013826672686263919,0.13272482397101418,-0.1043648374760826,4.281261229746872,3.9431618868066343,5.820457317333248,0.7443121112414234
34,1.36,0.13707243651151657,-0.02375454129651189,0.13911553142410601,-0.17159491422134263,8.385940680772434,3.5235712851236722,9.096128610721273,0.39777761883165247
35,1.4,0.0,0.0,0.0,0.0,3.3442666869104642e-06,-8.35594203737047e-06,9.000327049895133e-06,-1.190094989869725
36,1.44,0.2328536957502365,0.24228741228580475,0.3360417143401921,0.8052501127824049,7.113726165360875,2.5573304021432075,7.55943375799179,0.3451061340985035
37,1.48,-0.0030661821365356445,1.3020464777946472,1.3020500880574224,1.573151216978142,5.641032520871104,1.4375493941189332,5.821322544066521,0.24952685747190556
38,1.52,-0.5788969192653894,2.070876896381378,2.150268067730423,1.8433802089034375,6.312934824357982,1.0484621757636834,6.399407709358646,0.1645793477406406
39,1.56,-0.8983245491981506,2.4405351877212524,2.600615119197316,1.9234908479248887,4.709156194645681,1.582413789902204,4.967915605970219,0.3241748310108311
40,1.6,-3.3646469116210938,1.758313536643982,3.7963818739724844,2.660040832571569,7.009957482608748,1.5956691504702154,7.189274229415979,0.22381528654304064
41,1.64,0.8944940268993378,1.5166056156158447,1.760741933809753,1.037910569521627,5.167076671403131,1.3584606941835382,5.3426675720842,0.2570890676691905
42,1.68,0.3908032700419426,2.5433298349380493,2.5731797148977917,1.4183306940314893,4.716448851871638,0.38778585757738293,4.7323638536843635,0.0820353558692416
43,1.72,2.130139470100403,1.1378082633018494,2.414974493885514,0.4905908292412704,2.8261529681712023,1.8297271823000023,3.366755435304204,0.5745641676254791
44,1.76,1.3330390453338623,-0.46497970819473267,1.4118070779739964,-0.3356158701948022,2.7107531518111996,2.9128262070373254,3.9790374668326267,0.8213158837464846
45,1.8,2.237750768661499,0.4129757732152939,2.2755389453726997,0.18249613398855177,3.331297745998995,0.3934574226759098,3.354452774441273,0.11756470343728587
46,1.84,3.266810417175293,-0.849016547203064,3.375333968541428,-0.2542665085304606,2.0789182672382873,1.2457298417150238,2.423580821923705,0.5398459283810676
47,1.88,0.4448891878128052,0.7608482837677002,0.8813719421135394,1.0416820349362235,4.76808824274275,-1.1355992301893822,4.901453978381146,-0.23381068644909378
48,1.92,4.453719854354858,-1.5244456231594086,4.707393652441289,-0.329786132328378,1.7131397135463757,1.0861815232847944,2.0284570440743956,0.5650662744560965
49,1.96,0.5581486225128174,1.9749975204467773,2.0523511128907437,1.2953715597190651,7.117430081190887,-1.2220073704660674,7.2215727493472155,-0.17003438432807608
50,2.0,1.394706130027771,2.857317790389061,3.179539297510076,1.1167000191853809,5.878094313645068,-0.47251744316683864,5.897055663142702,-0.0802136804349738
51,2.04,5.83549952507019,1.9165604710578918,6.142170524034323,0.3173322208450786,1.5567603128927727,0.35117848534642926,1.5958787549084723,0.22186917303544149
52,2.08,5.4719038009643555,1.4134120345115662,5.651501109113426,0.2527783472236702,2.080652622646755,0.9121589531427547,2.27181629801472,0.41316594171150073
53,2.12,7.282465934753418,1.7604089081287384,7.492219271661968,0.23718250587884443,1.0129333708021377,0.7550735860842246,1.263396269618789,0.6405715774998263
54,2.16,3.1996787786483765,1.4976755678653717,3.5328425372656547,0.43777940490270445,3.558872050826932,0.9672019398506775,3.687960122697642,0.26536273839811586
55,2.2,1.9742517471313477,3.2760322093963623,3.824925750658905,1.028441561511197,1.2038583030229733,-0.6372677418037695,1.3621251735802509,-0.4868544580810741
56,2.24,2.695206880569458,1.6955406665802002,3.184179373260272,0.5615384818345757,-0.1675863172978529,0.7814201744691824,0.7991887529319367,1.7820598933297278
57,2.28,2.2046685218811035,-0.4316920340061188,2.2465354000321804,-0.193361691541916,0.5182438045077853,0.008955910838680525,0.5183211834853502,0.017279549475831876
58,2.32,2.4816688299179077,-0.9471932649612427,2.656285990358353,-0.36461065834816764,0.19680556244320346,-0.11084058920542406,0.2258717902350606,-0.5129198809862203
59,2.36,0.0,0.0,0.0,0.0,-0.006837101689091435,0.006325456595715181,0.009314363137179786,2.3950461800784266
60,2.4,1.8896411061286926,-1.1997935771942139,2.238358357780933,-0.5657095572882563,0.047492140399085114,-0.11209516701874911,0.12174083073746322,-1.170046833547289
61,2.44,1.843921959400177,-1.4212700724601746,2.328101546588795,-0.6566722563115628,-0.015502182201102999,-0.06381781816482546,0.06567367485008678,-1.8090938976269904
62,2.48,2.0979058146476746,-2.117346405982971,2.9806651288028867,-0.7900100946614294,0.07523220618565896,-0.4455152838318437,0.45182270081894926,-1.403508911548033
63,2.52,4.526026725769043,-4.165995359420776,6.151457978161851,-0.7440009288208136,-0.13594570725052435,0.26680626798559137,0.2994441850432973,2.042038568225046
64,2.56,5.247466087341309,-3.546489953994751,6.333521242688209,-0.5943320698720214,-0.8387078890388393,-0.0780138075793233,0.8423283666771586,-3.0488428714215434
65,2.6,5.357288122177124,-2.860133647918701,6.072964721450046,-0.49038060766833375,-0.9486176939363835,0.3554386729958616,1.0130213124659526,2.783092766454892
66,2.64,3.932386040687561,-2.882321357727051,4.875596002767652,-0.6325125821838464,-0.2347230391443511,0.24121314013445838,0.33656898858731243,2.342558841063666
67,2.68,4.260390520095825,-3.786806106567383,5.700072619928486,-0.7266151079148504,-0.2999244224878006,0.8413028754717038,0.8931658230595245,1.9132499599253254
68,2.72,6.1269237995147705,-3.4683351516723633,7.040493162370564,-0.5151055824251943,-0.4317477771382272,0.37782034650261,0.5737197550155935,2.422708817785653
69,2.76,7.684452533721924,-3.643178343772888,8.504325910238922,-0.4427115720750791,-1.3511307744626642,0.5876442484796782,1.4733906924069138,2.7313432651097416
70,2.8,7.222907781600952,-3.7947988510131836,8.159098917231153,-0.4837478384947357,-1.3264383564466309,-0.20588570724298894,1.3423217341233007,-2.987604506852221
71,2.84,4.933763265609741,-5.1910974979400635,7.1616697211055245,-0.8108087689500815,0.17784649519272833,0.724062389915372,0.7455841470567204,1.329941261977268
72,2.88,6.906663179397583,-4.972226858139038,8.510290018703566,-0.62396863806562,0.8116773877320469,-0.6030060701017028,1.0111560227457577,-0.6389502854411058
73,2.92,4.176876544952393,0.24483036994934082,4.184045838876884,0.05854866626823803,1.6654276602945206,-4.460037256523415,4.760838331770045,-1.2134193442205305
74,2.96,0.6252008676528931,-2.156656265258789,2.245449258254107,-1.2886370454266451,2.134575366915008,-0.17713617301281603,2.141912514747035,-0.0827945632959859
75,3.0,0.7602071762084961,-1.9989274740219116,2.1386037494492793,-1.2073806157388487,-0.20274400828797146,0.2083836131037018,0.29073847888923526,2.342477943717233
76,3.04,0.18892653286457062,-2.7165223360061646,2.7230840671636667,-1.5013609275367772,2.206812761116911,-0.29026055365432946,2.225819793162996,-0.13077860041635866
77,3.08,-0.6767065227031708,-3.3469784259796143,3.41470295953279,-1.77029129948796,3.1350060983204546,0.022782824127762336,3.1350888812889623,0.007267106459077495
78,3.12,-0.7468217611312866,-1.23774915933609,1.4456022012768361,-2.1136907069632414,3.7035303838164717,-1.2461539560188482,3.907561514033171,-0.32457746317282704
79,3.16,-0.5915957689285278,-1.1563196778297424,1.2988690277123462,-2.0436963179436916,3.39081090203038,0.10146772952727323,3.3923287390026777,0.029915398345065933
80,3.2,-2.2557185888290405,-1.1638187170028687,2.538255376835649,-2.665273370024535,7.913716756267312,0.20842875510086245,7.91646104293951,0.0263315693277372
81,3.24,-2.353533983230591,-0.8940690457820892,2.5176341411823415,-2.7785473292545286,8.910810217798492,0.6581788517957852,8.935084674393032,0.0737290760720452
82,3.28,-4.245725393295288,-0.6452715545892715,4.294480119226829,-2.99076541091327,11.963091326937263,-3.0687849172471484,12.35042489005804,-0.25110665581004293
83,3.32,0.0,0.0,0.0,0.0,-0.000967103640238444,-0.001588640566225405,0.0018598570642980674,-2.1176334082179324
84,3.36,-6.725892782211304,0.8467944264411926,6.778989195923975,3.016350941277452,14.943463191161921,-2.4855461143269952,15.148763369729467,-0.16482108427366862
85,3.4,-10.12570333480835,-0.5922108441591263,10.143006541873499,-3.0831733054992827,15.712734102555263,-1.6114798387112441,15.795153694984293,-0.10220151384523074
