number_of_frame,current_time(s),camera_motion_x,camera_motion_y,net_camera_motion,camera_motion_angle,internal_motion_x,internal_motion_y,net_internal_motion,internal_motion_angle
2,0.08,-3.933204412460327,0.4265930652618408,3.956270793756019,3.0335555434104773,3.4243856311138767,0.8391691357412456,3.5257086931509094,0.24032089732079553
3,0.12,0.007207274436950684,-1.2468306422233582,1.246851472787325,-1.5650159153098833,-0.5496351776005309,2.724232021467185,2.7791255702546356,1.769881547900042
4,0.16,-3.723363518714905,-0.9836532473564148,3.8511049847455285,-2.8833094884607853,2.816340467017374,2.3251449767159826,3.6521326357222033,0.690151520381956
5,0.2,2.2023451030254364,2.8086243867874146,3.5691308324124376,0.9058033313164611,-3.042495023453677,-1.742896425753464,3.5063462348496888,-2.6213748770860414
6,0.24,0.26981616020202637,-1.3204955160617828,1.3477793470169512,-1.36924129396931,-1.3412326580801128,2.1690392925857025,2.5502228325935223,2.124601726391811
7,0.28,-4.9908599853515625,-0.7691936083137989,5.0497863519612585,-2.9886753779954245,3.8923282048731673,2.0026120593168852,4.3772907048278835,0.47518207414492014
8,0.32,-5.628814697265625,-1.4254660606384277,5.806505695010171,-2.8935627328654565,4.311676628206983,2.4486719585936747,4.958482601263144,0.5164944875372965
9,0.36,-4.975138902664185,-0.7985021956264973,5.038810658997114,-2.9824513988564973,3.6394000909357898,1.4762383790755713,3.927405348796977,0.38534767472538756
10,0.4,-4.910882472991943,-2.134448766708374,5.354683762953921,-2.7315882001403033,3.4924394270814494,2.029613380785342,4.0393642602884805,0.5264400765513672
11,0.44,-4.1883156299591064,-1.903756558895111,4.600682215899714,-2.7149697656216913,2.5891042343186745,1.7098190377965385,3.1027313577198994,0.5836447541565691
12,0.48,-4.142066955566406,-1.3152112364768982,4.345860013961592,-2.834136108145849,2.4602394574954185,1.5309947922494676,2.8977099996570295,0.5566518047485077
13,0.52,-0.8056157827377319,-2.0445886850357056,2.1975804149955844,-1.9461398671592305,-0.8428267809196754,2.24070663811248,2.3939764453136867,1.9305689620821775
14,0.56,-0.11713385581970215,-0.467413991689682,0.48186738819562475,-1.8163394338590546,-1.4358246463022115,0.2450973684257931,1.45659367530486,2.9725208149546614
15,0.6,-4.433252811431885,0.8728099465370178,4.518354533770304,2.947200811276975,2.863832238515218,-1.611515579253067,3.286109790091383,-0.5125512361655299
16,0.64,-0.22462058067321777,3.843687891960144,3.8502455786693646,1.6291687569714874,-1.3742303307851156,-4.127956012619866,4.350693030331406,-1.8921641960364812
17,0.68,-4.036060810089111,0.4513872116804123,4.061223618271443,3.030216916602641,2.3944535811153456,-0.21054563483338298,2.4036924546338065,-0.08770498160501997
18,0.72,-0.020111799240112305,0.13494229316711426,0.13643279280977133,1.7187472661651877,-1.6071499677351964,-0.06058164773163972,1.6082913774665097,-3.103915411570161
19,0.76,0.08565104007720947,3.0372661352157593,3.0384735767807465,1.542603754052504,-1.411820624375049,-3.402925978001253,3.6841746276698855,-1.9640677986270516
20,0.8,-3.8558884859085083,-1.4368526339530945,4.11490236912855,-2.784893915008308,2.4559521433159155,0.9269536056930636,2.625060745461981,0.3609006562388125
21,0.84,-4.147698640823364,-0.7673936784267426,4.218091638736326,-2.958644701976687,3.141557388894352,0.9729585776358475,3.2887735132586844,0.3003372512078775
22,0.88,-4.0573121309280396,-0.39636531472206116,4.076626937860582,-3.0442100639290097,3.245748003323873,0.9880509701040056,3.3928048603779697,0.29550135419914564
23,0.92,0.0,0.0,0.0,0.0,0.0013428062862820096,0.006521491062493972,0.006658301164761717,1.367729579282241
24,0.96,-3.9893592596054077,-0.759472131729126,4.06100790704384,-2.9534693148201274,3.4298757526609633,0.9119168082578682,3.5490336633899133,0.2598627550284071
25,1.0,-0.9842668771743774,1.4452432990074158,1.7485735554526838,2.168683035397932,0.7341437519332509,-0.849453127325317,1.1227366850804297,-0.8580847369416946
26,1.04,2.1135783791542053,1.287591576576233,2.4748950751290826,0.5471566300922392,-2.186415624765702,0.662433138894446,2.28456362304164,2.8474071219638337
27,1.08,3.958455204963684,-0.07992332149296999,3.959261969991699,-0.02018779032732199,-3.993734109254531,1.9046630253895749,4.4246642105033525,2.6965847791962814
28,1.12,-3.212663769721985,-0.15745602548122406,3.2165199979550287,-3.0926207897404487,3.3905593679569384,1.0218734034711932,3.5412029143163135,0.2927295659257229
29,1.16,-3.2871705293655396,-2.248011589050293,3.9823417976906184,-2.541771460693575,3.65543511149324,2.6536135614654164,4.517064399356154,0.6279217284129575
30,1.2,-3.298491954803467,-0.6006439626216888,3.352733563189458,-2.9614697190908523,3.970462501196214,2.2706865214565655,4.573903120107575,0.5194974443973501
31,1.24,-3.259122371673584,0.42075516283512115,3.286170041339257,3.0132020500939576,4.101926673371115,2.496789927828459,4.802058139737488,0.546782614353684
32,1.28,-2.941254734992981,0.5091240108013153,2.9849935803101904,2.970193492923797,3.9073555982260055,1.902830560957944,4.346054752842356,0.45318294965948863
33,1.32,-3.1488102674484253,-1.208757907152176,3.372847725363766,-2.7750616383774287,3.916811750376666,2.3878422291043364,4.587287302860231,0.5474770629261828
34,1.36,-2.5874392986297607,-0.7768447995185852,2.7015421460034155,-2.849918517683728,3.517043067437631,2.841584865105005,4.521525902149066,0.6795680049259618
35,1.4,-2.695829391479492,0.31112147122621536,2.713723028944305,3.0266925342113047,3.718145773616838,2.4522723848694636,4.454014800543227,0.5830537379615489
36,1.44,-2.5778826475143433,0.8434641063213348,2.7123625574410233,2.825378909600511,3.358389374944899,1.6496524542496527,3.7416750812376387,0.45658563923233336
37,1.48,-2.7125251293182373,-0.11375589668750763,2.7149093872934507,-3.0996799439398433,3.5646478868413856,1.9853636079143595,4.080243033545119,0.5081704983940821
38,1.52,-2.087595283985138,-1.371848151087761,2.498003486658875,-2.560212529464548,2.697453260451187,3.0870441869673906,4.0995238631587325,0.8526474704582573
39,1.56,-0.27483683824539185,0.49896010756492615,0.569645922128761,2.074268312101403,1.0397329127052684,1.5119699175122343,1.8349652752094612,0.9683950970712465
40,1.6,-2.1165297627449036,0.5386429252102971,2.1839950635164227,2.8923893688816267,2.7417992819385764,1.596488247629209,3.172733526039821,0.5272863732932102
41,1.64,-2.042386770248413,-0.18187964893877506,2.0504691965459605,-3.0527744450253556,2.3455692789289686,1.7509217737458738,2.9270159377824982,0.6412448334246355
42,1.68,-1.6281189322471619,-0.8083454370498657,1.8177440972647874,-2.6807566558135716,1.5887437024234254,1.857818334426409,2.4445031224608837,0.8633105729756645
43,1.72,-0.6512731909751892,0.7689909338951111,1.0077220974534002,2.273499109920819,0.43857522608321386,0.5019751396002592,0.6665787798232418,0.8527035970888242
44,1.76,-1.9391791224479675,0.30495990067720413,1.9630120249145495,2.9856078235867254,1.9456154972535593,1.0030439332348329,2.188953356093368,0.4760027163596038
45,1.8,-2.0884822607040405,-0.5798545181751251,2.1674845825342257,-2.870770024878985,2.194022647892987,1.7552412851504338,2.809734391106017,0.6747473806469629
46,1.84,-1.9890531301498413,0.015410843770951033,1.98911282954603,3.13384497949132,2.2061313094033137,0.9877943308046662,2.4171787261804654,0.42098088605706363
