number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
1,0.04,0.0,125.0904382190365,0.4788324152695746,122.10598283179013,118819544785.28125,91660.86672054282,419819.80795246904,70.62023919753086,102.6689911265432,52.113688840646056
2,0.08,0.0,125.09074195071068,0.4788279575260833,122.10484519675926,118812956302.51562,91664.8358914509,419803.4016189708,70.61180459104938,102.65837408371914,52.1133929422451
3,0.12,0.0,125.43949913774104,0.47620782631988023,121.43670380015432,119543290056.26953,91765.04771658458,419761.0654973738,68.65147955246914,100.10077136381173,52.060568371354286
4,0.16,0.0,125.36748574555347,0.47806325755642315,121.91014081790124,118974402729.04297,91827.14714950722,418771.2772557929,66.08403694058642,96.03876494984569,52.113562711234344
5,0.2,0.0,125.52775682292719,0.47688808714541436,121.61044511959877,118690869743.66406,91561.57586962264,417622.7170877291,67.56847463348765,98.45926601080247,52.34323155575907
6,0.24,0.0,125.5893678139447,0.47533845643477196,121.21524257330248,118718707251.47656,91425.04485661196,417086.2358052838,67.47561005015432,98.3574877025463,52.43475681655102
7,0.28,0.0,125.33368086660307,0.4764057708622093,121.48732735339506,118237494868.80078,91457.24123663422,416250.77476087096,67.80866898148147,98.59395712770062,52.457298370993115
8,0.32,0.0,125.58889132860722,0.4746494709792417,121.0395524691358,122424546304.14062,92230.88500058491,421253.6540039895,56.578101851851855,82.18848234953704,52.04627090756839
9,0.36,0.0,128.21796320119975,0.46422740916591193,118.38144338348765,126339799712.02734,96534.25911533258,423464.1540535835,29.339823977623457,42.86781539351852,50.089513685972214
10,0.4,0.0,127.05533743393245,0.4686228898410107,119.5023471257716,125221711873.16797,95416.55640267984,423064.9862528417,32.99975646219136,48.17332392939815,50.65077949071275
11,0.44,0.0,125.44342628184566,0.4738542750528588,120.83661410108024,123075740454.23828,92280.2299454128,421572.7547816249,63.264619502314815,92.17549455054012,52.64077900245497
12,0.48,0.0,125.58632549093245,0.4727918604575169,120.56530285493827,123348797869.88281,92043.18605215703,421465.3417666654,62.469453125,90.85641927083333,52.68215386408539
13,0.52,0.0,125.28071018086922,0.4724516379592604,120.47923032407408,124149283651.76172,91478.42594525736,422197.75348720385,64.96523389274691,94.50415629822531,53.01772141090676
14,0.56,0.0,125.30122204238005,0.4703345143546321,119.93899980709877,123433662390.85938,91026.46489900946,420978.3856457855,65.36518663194444,95.29693118248457,53.28314404853698
15,0.6,0.0,125.20440887589102,0.4693980164520141,119.70013454861112,124149335982.96484,91296.72391669992,422478.02778824995,60.75824652777778,88.49607132523148,53.21894161533139
16,0.64,0.0,124.67904371721403,0.4742706533910181,120.9429581404321,123038266950.39062,90909.104120824,422211.86059111985,64.99837673611111,94.3984548611111,53.38035716786767
17,0.68,0.0,124.84434840617459,0.4712541050831471,120.17372492283951,123725973735.0625,90870.6662917943,423260.0614619377,63.98827015817901,93.18110074266976,53.730806010089125
18,0.72,0.0,124.06794806664554,0.4722387913276531,120.42453028549383,123286291303.02734,90630.4183881947,424187.21326881874,61.5558236882716,89.74522593557099,53.926245472973456
19,0.76,0.0,123.07041955777763,0.47506963338916325,121.14785397376544,122152944592.6875,90107.73526696452,424545.49238861795,63.02443045910494,91.49084273726852,54.229182145866694
20,0.8,0.0,123.13203878038733,0.4713512094453609,120.1990948109568,122086584906.39453,89934.20863036814,423397.28167852137,58.363879243827164,84.84443166473766,54.1323703981089
21,0.84,0.0,124.97788465426385,0.4634600743880872,118.18716001157408,124433990662.51562,92949.08468044506,423929.61074395134,30.544515817901235,44.6002165316358,52.521612927817
22,0.88,0.0,124.17144582612208,0.46339305293277516,118.17054976851851,125248115028.9961,92256.54804250516,427470.4341654644,31.44218219521605,45.81855975115741,53.10641264932161
23,0.92,0.0,122.04732967110625,0.4691178995507393,119.62903308256173,122335622638.70703,88748.99182915957,428058.5596975531,59.03879050925926,85.76924406828704,54.988505650879375
24,0.96,0.0,122.30993309124308,0.46639076759305564,118.93419704861111,123706430049.80469,87959.51501030785,430689.6718171179,57.26084490740741,83.03519338348765,55.124230160085524
25,1.0,0.0,122.04568301024733,0.46638718710914717,118.93187307098765,123965029925.57422,86744.56892676993,432465.76216231927,65.27404224537037,94.58916329089506,55.88332032177855
26,1.04,0.0,122.53983963589889,0.4599147117542223,117.28242235725308,126695142399.16797,85960.39830861626,436360.8289119519,61.62379340277778,89.81525342399691,56.20108682742163
27,1.08,0.0,122.74058078558998,0.45795319359738856,116.78137827932099,128613999269.01953,85479.8772461608,439226.72897880845,61.69173273533951,89.7776779513889,56.48110471803497
28,1.12,0.0,122.77707640433242,0.4569517443004883,116.52623553240741,129487307520.51562,85181.90179939818,440805.617222579,62.40242862654321,90.54822241512346,56.762195222258306
29,1.16,0.0,122.58845441357165,0.45423224698947595,115.83253713348765,130436830864.65625,84694.94044359987,443423.96823147836,61.52480902777778,89.59406322337964,57.205660730357444
30,1.2,0.0,122.04574537953495,0.45376204426429695,115.71246624228395,131603631182.13281,84103.94168220818,446666.4983111982,59.61559365354938,86.74894796489197,57.67738116966517
31,1.24,0.0,121.9888794179108,0.4545525239589433,115.91414351851851,131420510073.28906,83695.5679703063,447432.9883944482,63.61614149305556,92.35470510223766,57.94000032029927
32,1.28,0.0,122.2713920760912,0.4505755227295382,114.89990258487654,132468374648.58984,83385.83034271965,448361.52966133365,61.92853925540123,90.1967985628858,58.03352921066638
33,1.32,0.0,122.43701093989864,0.4492042822231037,114.54965133101852,132546633749.28906,83243.51819157031,447697.96054521546,62.43021942515432,90.86513695987654,58.08129987423869
34,1.36,0.0,122.15919036071472,0.451157823668694,115.04833140432099,131900026154.20703,82949.7399875175,448333.66953507694,63.838245563271606,92.63527464313272,58.279277594117076
35,1.4,0.0,122.04490268613819,0.4503000231662459,114.8294357638889,132267182845.29297,82688.09608985714,449878.5029125996,62.194451195987654,90.57437162422839,58.58439671431924
36,1.44,0.0,121.71094019241562,0.45234384597157956,115.35051649305555,131682908645.375,82756.79570521902,450693.07753142854,60.54851707175926,87.93452666859568,58.31852240771558
37,1.48,0.0,121.68758286747952,0.45239976823473754,115.36542582947531,130894023191.98438,83356.38447263374,449541.87995701045,61.388736979166666,88.81518060378086,57.96385120722283
38,1.52,0.0,122.22520541667046,0.44894867760674273,114.48477768132716,130987397358.88281,83565.3134023011,448068.14781684405,59.67510127314815,86.75444806134259,57.55999105445969
39,1.56,0.0,123.231623315015,0.44440979643478973,113.32742959104938,132783882420.65625,84225.63003071475,446946.7523481379,59.04461323302469,85.85623673804012,56.78452612320678
40,1.6,0.0,124.08890761090818,0.44356480419538175,113.11259741512346,133275184270.125,84910.86456465394,445370.5583021248,59.0385228587963,85.56193986304012,56.155093214933686
41,1.64,0.0,124.84434072386152,0.441536130947865,112.596015625,135631631320.45312,86244.81217411211,448680.2164970798,42.526492091049384,62.02469786844136,55.49504173652988
42,1.68,0.0,124.96489889660283,0.44265343797082934,112.88053481867284,136041232024.5664,86487.9963909402,450606.274600345,38.53866174768518,56.204097463348766,55.42102593971239
43,1.72,0.0,126.11483410252248,0.44187101528750516,112.68150028935185,138516925723.51172,87405.79821525859,452199.6437278451,33.774678819444446,49.10384403935185,54.715938939325085
44,1.76,0.0,126.56766571372106,0.43825809168047775,111.75952883873457,141824949163.4297,87441.53420485673,455453.9044223611,32.57201678240741,47.526157889660496,54.719672220733244
45,1.8,0.0,126.71207494934937,0.43635519566902764,111.27283227237655,142556342844.01172,88512.87019678098,458279.4939308695,27.80430121527778,40.73974633487654,53.9526671897564
46,1.84,0.0,125.76756959299034,0.44217332628061734,112.75678433641976,140547254044.01953,88801.1451657193,459721.9688034333,25.490849729938272,37.27481891396605,53.59893073222765
47,1.88,0.0,125.80365653163969,0.43985754338620214,112.16646026234568,140561781496.82422,89243.60540575926,459597.95119382837,23.759245273919753,34.828838011188274,53.143929996506806
48,1.92,0.0,126.37247674333325,0.43583797451819867,111.14199942129629,143060409842.92578,90414.80201761369,463657.57354741165,21.328895640432098,31.206484857253088,52.066738017847136
49,1.96,0.0,124.7118266695883,0.4433719666258004,113.06602044753086,134918993740.48047,90917.10958618484,454684.26364377927,17.135061246141976,25.217255015432098,51.904911372324285
50,2.0,0.0,124.35961956501882,0.4470308362848349,113.99946903935185,130035668029.08984,90141.64031452782,446827.84128167806,17.051019965277778,25.09592013888889,52.5056504656677
51,2.04,0.0,123.40877459494315,0.4529825570498939,115.51569106867284,123506093797.1836,88607.54584038246,438628.87598890724,18.297359182098766,26.98282238618827,53.312173255105215
52,2.08,0.0,118.84621643571288,0.47743688877657897,121.75327594521605,111989195794.73438,86637.64085151482,431524.4226408396,17.685019290123456,26.090070408950616,54.38141595633849
53,2.12,0.0,117.81144447291894,0.48719183574547864,124.23993537808641,108210809443.8164,86580.1310202466,426523.10300403985,18.01880497685185,26.57434172453704,54.50834014168151
54,2.16,0.0,116.59514604556307,0.4982665384003756,127.06319347993828,104844882511.29688,86914.12353668068,422681.18435602775,17.849185956790123,26.299282166280864,54.49105440981686
55,2.2,0.0,112.21438369553492,0.5180495424821348,132.1094955632716,105555971953.40625,91722.97434026588,433003.2816811844,10.66140094521605,15.530234375,51.15943626777725
56,2.24,0.0,111.88385815300141,0.5262697721465381,134.20564621913582,101831711721.66406,91351.24503331397,427634.8493468558,12.330997299382716,17.95464530285494,51.418836340421905
57,2.28,0.0,112.37957280433027,0.5273085905708255,134.4694034529321,94170167646.59375,90729.42301412267,411401.3917329827,14.45821132330247,21.07766083140432,51.52575422323049
58,2.32,0.0,110.53619155381925,0.5408780370293513,137.92954764660493,84992664727.21875,88745.5171714523,398329.69104424556,20.545830439814814,30.21081645447531,52.88876536082007
59,2.36,0.0,110.55807991078852,0.5459030533090988,139.21213686342594,81364737973.14844,87096.65604689754,389343.80602209165,24.440271508487655,36.00450544945988,53.893263486908
60,2.4,0.0,110.99837632523504,0.5519003447766666,140.7408979552469,78809707307.63281,85343.30840315341,382187.39128897904,29.929389467592593,44.01934196566358,55.00786360801787
61,2.44,0.0,112.33460891203485,0.5518683255679776,140.73198254243826,79171262362.26562,84369.51939302802,377256.44442684617,29.689831211419754,43.550178433641975,55.64172337777169
62,2.48,0.0,115.00589448399091,0.540845988163511,137.92138937114197,83120452488.1836,83218.19714253678,375454.9179565993,21.762892554012346,31.53543571566358,56.3122839047904
63,2.52,0.0,115.14526422793756,0.542136303760429,138.24961226851852,82744543436.23438,82566.58793328852,374193.2677238271,27.123653549382716,39.309511959876545,56.94571715794942
64,2.56,0.0,115.19475778406192,0.5432706509888919,138.53959056712964,83115425285.59375,81563.0089392946,374598.7672374785,40.32091676311728,58.65497926311728,57.673574197355464
65,2.6,0.0,116.07889445263771,0.5395777913194857,137.5976634837963,85419085004.92578,81466.33000735304,375601.057849593,43.459316647376546,63.39670114776234,57.641427004866586
66,2.64,0.0,116.5937664130117,0.5374527282644834,137.05538869598766,86148290270.4336,81352.25229435814,375116.3937055066,51.52163339120371,75.1571841242284,57.75694616396452
67,2.68,0.0,116.55806009694543,0.5395009104355232,137.57745997299384,85201938187.08203,81190.03649194888,372947.12161836727,63.34612413194444,92.11376880787037,57.92072414043965
68,2.72,0.0,116.93622076727308,0.5372879382147814,137.01340711805557,85933957524.08984,81028.5020528074,372710.35789051163,74.56820167824074,108.66172887731481,58.243093419214155
69,2.76,0.0,117.69231659867147,0.5334516916579677,136.03515046296297,87054105777.66016,81021.90482701636,372151.9801604793,73.35532069830246,106.95575978973766,58.13817202030901
70,2.8,0.0,118.15691872830249,0.5323434237536616,135.75216049382715,87583186475.21875,81048.8915312025,372191.86175448576,69.10057050540124,100.47249300733024,58.02636538968466
71,2.84,0.0,118.936075203036,0.5260775879302282,134.15497395833333,88777642716.24219,81560.73450922592,370849.7365787609,62.73774064429012,91.71974561149692,57.6148500651582
72,2.88,0.0,118.951765798133,0.5260359248810176,134.14446711033952,89009092202.45703,81660.40929554874,370576.9257524612,61.266920331790125,89.30446301118828,57.491066684946915
73,2.92,0.0,118.46954814380095,0.528047195857884,134.65574025848767,87964990244.52344,81489.89823776943,370098.2569979021,61.77320601851852,90.17404079861112,57.7053066814756
74,2.96,0.0,117.8593400660584,0.5277466748516039,134.58013261959877,87501113353.6836,80799.29691778851,371253.481377131,64.41627073688272,94.30176697530864,58.29106953330569
75,3.0,0.0,117.29425488714452,0.5303288860966767,135.2382672646605,86475999651.17969,80135.51162933007,371337.83853749325,74.93498167438271,109.4040803433642,58.865810834770855
76,3.04,0.0,116.87964313270945,0.5318408233642223,135.62393952546296,85421981202.5039,79938.27748210076,371116.5609038241,76.40629677854939,111.23635127314814,59.0427906122152
