number of frame,current time (s),camera motion_x,camera motion_y,internal motion mean_x,internal motion mean_y,internal motion velocity
2,0.08,0.0,0.0,-9.29861800906099e-06,-8.30205778280894e-06,1.2465490776841955e-05
3,0.12,0.007120996247977018,0.005027803010307252,-0.4631041294462795,0.40996818826091186,0.6184976556917018
4,0.16,-0.010822090087458491,0.004250836558640003,-0.39247995707689337,0.5469287544907427,0.6731801981608455
5,0.2,-0.0015615277807228267,0.014962916262447834,-0.28584301624898395,0.7754568247676448,0.8264620481407688
6,0.24,-0.0003725510323420167,7.043825462460518e-05,-0.24857487132491107,0.8082296196157458,0.8455912633645225
7,0.28,-0.006453670095652342,0.006017850944772363,-0.16620939172919333,0.7530556203129437,0.7711798293419642
8,0.32,-0.004233312443830073,0.0032658279524184763,-0.1564697372041252,0.6855503612836926,0.7031799744851452
9,0.36,0.0035047202836722136,0.006336902501061559,-0.1472445025464037,0.6189619135676113,0.6362348575623761
10,0.4,0.0,0.0,-0.1059332576798804,0.4373018844039352,0.44994976740287873
11,0.44,0.0,0.0,0.14581517349054784,0.2949931881751543,0.3290638933244128
12,0.48,0.0,0.0,0.2518106794945988,0.31219886308834877,0.4010944382825435
13,0.52,0.0,0.0,0.4447144157503858,0.3812924684124228,0.5857942113440908
14,0.56,0.0,0.0,0.6380110074266976,0.38301420235339506,0.7441491280664361
15,0.6,0.0,0.0,0.719497974537037,0.37349235628858024,0.8106626151296817
16,0.64,0.0,0.0,0.8127461299189814,0.44969410083912037,0.9288600842041749
17,0.68,0.0,0.0,0.7272181230709877,0.3308342375578704,0.7989352234464241
18,0.72,0.0,0.0,0.6142792124807098,0.27543776523919755,0.6732049564626543
19,0.76,0.0,0.0,0.5903097873263888,0.29112141927083335,0.6581924686378527
20,0.8,0.0,0.0,0.5524424913194445,0.1822533576871142,0.581729312140502
21,0.84,0.0,0.0,0.3697510971257716,0.0456089311764564,0.37255341687974153
22,0.88,-0.0007772785611450672,-0.0022058694157749414,0.18438233136785803,0.010831526297225077,0.18470020596245712
23,0.92,0.0,0.0,0.16125147690007716,-0.06485781069155093,0.1738061403120073
24,0.96,0.0,0.0,0.19520684136284722,-0.08576284149546683,0.2132157965448066
25,1.0,0.0,0.0,0.21931019724151235,-0.039816679777922456,0.22289533553362814
26,1.04,0.0,0.0,0.21839259018132717,0.050147467719184026,0.22407608521383027
27,1.08,0.0,0.0,0.26060724705825616,0.15296296296296297,0.30218174209851223
28,1.12,0.0,0.0,0.3355290617766204,0.25851408781828705,0.42356733218842574
29,1.16,0.0,0.0,0.4208485845871914,0.1837427662037037,0.4592112098819358
30,1.2,0.0007534354808740318,-0.0002939888508990407,0.29226911587907967,-0.07529866251628846,0.30181306246330825
31,1.24,7.095496403053403e-05,-0.0010137466306332499,0.06724385985078428,-0.27818291014984514,0.2861948081064168
32,1.28,0.00425669428659603,-0.004203266173135489,0.030704069903701038,-0.36717028103944166,0.3684518356410155
33,1.32,0.004956845194101334,0.00019509485719026998,0.02675306977865137,-0.15655102476170416,0.15882049646226742
34,1.36,0.002735600108280778,0.000701466080499813,-0.02038588599393857,0.14791323178794155,0.149311447939236
35,1.4,0.008120988495647907,-0.00010886252857744694,-0.07920702998146967,0.39038019017132436,0.39833459111240244
36,1.44,-0.00014235288836061954,-0.0004005880909971893,-0.050306745298367775,0.533282110563991,0.5356496784934157
37,1.48,0.009210679214447737,0.0014855482149869204,-0.02981440921601506,0.6212792690110933,0.6219942355841077
38,1.52,-0.00022102170623838902,-0.0009580648329574615,0.020132929514518675,0.5951014627882044,0.595441924845318
39,1.56,0.005123242270201445,0.0034549305082691717,0.08715074680676614,0.5880776698003728,0.5945002930081812
40,1.6,0.00943915918469429,0.0015242413355736062,0.2049333391274199,0.7072209361335622,0.7363145564169882
41,1.64,0.0004293876700103283,0.005063348449766636,0.30817843809194956,0.7214095730394309,0.7844779931761805
42,1.68,-0.009710317011922598,0.0051519222324714065,0.3348862489660121,0.7565019044457694,0.8273112661970715
43,1.72,-0.006869600620120764,0.009131255326792598,0.4392332134191177,0.7849576480296889,0.8994911478001244
44,1.76,0.010470166336745024,0.0005450267344713211,0.5444184934819278,1.051035678319541,1.183666968849663
45,1.8,0.0031705329893156886,0.009379956405609846,0.6616172756526596,1.2631956367656865,1.4259735748554092
46,1.84,0.010797226801514626,0.005638190777972341,0.7718897065511088,1.3829377158578302,1.5837709572478054
47,1.88,0.0011911478359252214,0.010089594405144453,0.7413661799997229,1.2109337466442383,1.4198536373898663
48,1.92,0.006969788344576955,0.006570948055014014,0.6693643648190033,0.8857351862042453,1.1102141563544472
49,1.96,0.0004611015319824219,0.003650016733445227,0.5934057845598386,0.6194524982164005,0.8578180592034754
50,2.0,-0.0006269733421504498,0.0037752659991383553,0.6959465262935394,0.6471213027701518,0.9503197082871545
51,2.04,-0.004315201484132558,0.006542467861436307,0.7249236240342869,0.7501067171308476,1.0431559556307108
52,2.08,0.012257703114300966,0.003331229614559561,0.5922657102730448,0.7269166484718602,0.937649446963414
53,2.12,0.006721205310896039,0.004946812056005001,0.4121242506593972,0.49241731313689624,0.6421224246656784
54,2.16,0.00481653562746942,0.0007583430415252224,0.19025666134880373,0.23059957615697016,0.2989544475524117
55,2.2,0.0014692095573991537,-0.0024948932987172157,0.07351480073870424,0.14406513948891783,0.16173802998556877
56,2.24,-0.002481803297996521,0.0017523191345389932,-0.04498766405346953,0.10163395654543786,0.11114562987390815
57,2.28,-0.0014344730880111456,6.727881554979831e-05,-0.055593608358506984,0.08244801764953508,0.09944005684158223
58,2.32,0.002280658110976219,0.0011901285033673048,-0.0050965470691889895,0.09492188683228084,0.09505861029821963
59,2.36,-0.001271400775294751,-0.00014084088616073132,0.08194227510014043,0.14640594143592925,0.16777734095022437
60,2.4,0.0010977835627272725,0.004876515595242381,0.07900954035461455,0.15164689176393972,0.17099499188195985
61,2.44,-0.0008598151871410664,0.008040743879973888,0.1705233833777275,0.1139293202596866,0.2050807506652481
62,2.48,8.466886356472969e-06,-0.0002951995556941256,0.14361857364701544,-0.03841121305401845,0.14866645884221633
63,2.52,-0.002634153002873063,-0.00030651963606942445,0.1539505230838916,-0.11380504208026931,0.1914480377561904
64,2.56,-0.0019444119679974392,-0.0022700914705637842,0.04644738611320384,-0.2696390580761183,0.2736102726816472
65,2.6,0.005207418464124203,0.00013974351168144494,0.09200396059885806,-0.379097082198024,0.39010168738026707
66,2.64,0.004476499045267701,0.0010305061005055904,0.18513129356179248,-0.40800141418306735,0.44803878161521404
67,2.68,0.004186532227322459,0.0033576537389308214,0.30670033119860346,-0.42357150284194006,0.5229511556322566
68,2.72,-0.00744190881960094,-0.0003374741645529866,0.3216724137385824,-0.3058143571915427,0.4438418218519772
69,2.76,0.0015805686998646706,-0.0010938351042568684,0.39539308219712604,-0.1918476073147246,0.43947832014984317
70,2.8,-0.001523879498563474,-0.004600429907441139,0.4875230476119894,-0.09711838037419467,0.4971023051237933
71,2.84,0.00022300169803202152,-0.0005193996767047793,0.5455244303042828,0.10194483430729892,0.5549681552132112
72,2.88,0.0015639325138181448,0.0040334477089345455,0.5151918304105646,0.2815352793840438,0.5870985740568951
73,2.92,0.0007679963018745184,0.003049490333069116,0.5343707117421069,0.3209516128208661,0.6233474114328871
74,2.96,0.007171892444603145,0.008439508499577641,0.5227416034080203,0.18866269298576185,0.5557449016034496
75,3.0,0.0034230418386869133,0.00472339428961277,0.4750536713654026,0.09360694756754387,0.48418823954187573
76,3.04,0.0024777165381237864,8.971896022558212e-05,0.5517869680683577,0.12001858453369803,0.5646886919033736
