number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
1,0.04,0.0,75.1908404040766,0.4065541688457018,103.68329330632716,139797259240.0703,135431.6788046948,740846.7453244946,19.516191647376544,28.10467327353395,40.76884823576049
2,0.08,0.0,75.79307407161897,0.4088557156032261,104.26931905864197,140208450013.8164,135728.96197135662,738058.723399588,19.637792727623456,28.25614559220679,40.89815251326486
3,0.12,0.0,76.44854586369316,0.4091938658042399,104.35424816743827,142404659345.4375,135922.17591549375,737929.6116364399,20.03368393132716,28.859331114969137,40.9554959257508
4,0.16,0.0,76.91580439765984,0.4163765823718265,106.18276765046296,144553138088.40234,136108.22230071545,735022.7033912357,21.25604504243827,30.557392939814815,41.06209704494055
5,0.2,0.0,77.38145601662525,0.4110497610957329,104.82570408950617,141598885677.29297,135518.46959367627,730720.7008540315,23.120543016975308,33.13447265625,41.5092480563603
6,0.24,0.0,78.14315783999558,0.41122682411814343,104.8709659529321,143869967093.41406,135839.12717408795,730925.4120581972,21.560648148148147,30.95391444830247,41.506066261516494
7,0.28,0.0,78.5940239906333,0.4170847734007705,106.3614453125,144631992532.33984,136019.8480481042,727993.5103937541,23.384906442901233,33.49862823109568,41.56538530750361
8,0.32,0.0,79.33490260466264,0.4134376238363895,105.43166136188272,148220595186.58594,136595.71912387668,729857.2662515272,21.51018036265432,31.0209375,41.54465194409063
9,0.36,0.0,79.33226022571421,0.4136288521491826,105.48086902006173,148071129243.47656,136573.67353153383,729825.0755479479,21.483263406635803,30.985831886574076,41.547206341387955
10,0.4,0.0,79.64971925349239,0.41774129803659915,106.5278549382716,148764564442.2539,136030.26772030015,727003.1351570486,23.61949363425926,33.871999421296294,41.69288953041919
11,0.44,0.0,80.4177817438514,0.41424979719522603,105.63855275848765,149635477170.53906,137311.14373527266,724596.9557255337,22.78755353009259,32.797082609953705,41.598824347876715
12,0.48,0.0,80.82483247831169,0.4158227300041702,106.03880304783951,148912712519.33984,137241.04150759266,722645.691006855,23.20183063271605,33.29603298611111,41.582765824749096
13,0.52,0.0,81.02789552954184,0.4190626454395808,106.86597270447531,147176074497.89453,137776.37126542663,720094.5194778844,25.284017650462964,36.245938464506175,41.53606699522745
14,0.56,0.0,81.63885664932758,0.4136456948347137,105.48459346064814,149353984458.23828,138580.24737023507,722023.8910084167,22.318300540123456,32.137720389660494,41.35900445180562
15,0.6,0.0,81.67965893566422,0.41374731426832845,105.50975260416666,147736915319.90234,138888.8898409208,720523.5543154717,24.407607060185185,35.014182339891974,41.40487803670323
16,0.64,0.0,81.85796361306869,0.41472428504506087,105.7596947337963,146508048455.0,138847.8303555648,719427.3014771269,24.00267939814815,34.3766121720679,41.36540439130947
17,0.68,0.0,82.19232273244657,0.4127822227760145,105.26518277391975,146538103756.14453,139187.16172358458,719152.4084747537,24.68048466435185,35.398685860339505,41.306466723090935
18,0.72,0.0,82.4197116878649,0.4117038685530857,104.98857445987655,146594012903.75,139350.91520919022,719240.1920713756,23.97226996527778,34.38428578317901,41.306178210563665
19,0.76,0.0,82.56385184989374,0.416482907429475,106.20801022376543,144900379845.84375,138953.7348759203,714538.1810218537,26.622453221450616,38.00948929398148,41.40304800481054
20,0.8,0.0,82.90075924861794,0.410967333958843,104.8006925154321,145136086027.3828,138989.04289014018,714242.7287054374,23.997439236111113,34.447514949845676,41.39575851029469
21,0.84,0.0,82.87621439522327,0.4122820311306917,105.13601321373457,142785274800.20703,138229.57381150275,708467.7452345369,26.426837866512347,37.84127941743827,41.53031617251873
22,0.88,0.0,83.0579474305525,0.4140974022972017,105.59896749614198,143287518406.96094,138015.70674650616,708822.8305040478,25.821129436728395,36.891027199074074,41.46048029407361
23,0.92,0.0,83.26530802083315,0.41169940255257276,104.98695601851851,142525006752.89062,138395.33519124356,706444.9654137909,25.41875530478395,36.49231891396605,41.41944840867661
24,0.96,0.0,83.30605274159352,0.4147011889900037,105.75236304012346,140810063001.6953,138250.4854616168,702385.2001793092,25.581309799382716,36.627377266589505,41.33590631183326
25,1.0,0.0,82.9796241468869,0.4194392080191244,106.96065055941358,137967894329.73828,137531.8647853296,699119.3184109958,28.377720389660492,40.66478636188272,41.43182949846633
26,1.04,0.0,83.29617444491426,0.4145018375177514,105.70115644290124,139614226997.8203,137707.89731299854,699172.8200294408,25.14636284722222,36.167433449074075,41.215584371776956
