number_of_frame,current_time(s),camera_motion_x,camera_motion_y,net_camera_motion,camera_motion_angle,internal_motion_x,internal_motion_y,net_internal_motion,internal_motion_angle
2,0.08,5.212342023849487,0.4538828581571579,5.232066419925905,0.08685938753980194,-1.8010582661334378,-0.29653723942644805,1.8253068816980458,-2.9784105639417824
3,0.12,5.282755374908447,0.22569318860769272,5.2875742799991,0.04269666288218217,-1.9174961638744965,-0.04543311856043192,1.9180343340867327,-3.117903104606077
4,0.16,4.955352306365967,-0.11880535332238651,4.956776290310525,-0.023970565642185394,-1.6794618260418925,0.15493317751702385,1.6865931087928379,3.0496013425697712
5,0.2,5.155259132385254,-0.6415653228759766,5.195026735788615,-0.12381214421134619,-1.896637893959328,0.36324959178029753,1.9311099312910769,2.952361278623999
6,0.24,4.985582113265991,-0.7795738279819489,5.046163330827909,-0.1551096416090132,-1.8051517023863615,0.2283969496061773,1.8195433040237832,3.015736332350495
7,0.28,4.87859320640564,-1.034914493560791,4.987155470062012,-0.20903498433636056,-1.750216952547615,0.4179966935993713,1.7994389728037645,2.9071583640363805
8,0.32,4.920767784118652,-1.1578729152679443,5.0551582836871765,-0.23109937113257373,-1.7790367366649487,0.3025933893227283,1.8045870634760979,2.9731166477609148
9,0.36,4.95523476600647,-1.4772473573684692,5.170745723886577,-0.2897297924646953,-1.784854991700914,0.5660036266585927,1.8724495845790747,2.8345092519650574
10,0.4,4.838545560836792,-1.5316494703292847,5.075182089763224,-0.30657176096552724,-1.653327100188644,0.5492559276981118,1.7421746681460226,2.8208511890139416
11,0.44,4.737096548080444,-1.5730268359184265,4.991442389966571,-0.32060916620132557,-1.6025144203798272,0.5277470085650315,1.6871779315100803,2.8234545194877936
12,0.48,4.701563596725464,-1.3459618091583252,4.890430803698876,-0.27882224242586306,-1.6136404196421306,0.5614027090425845,1.708510581068547,2.8067803697038434
13,0.52,4.7632458209991455,-0.5142992436885834,4.79093043816381,-0.10755576185640124,-1.7029608094250714,0.1215383447688303,1.707292326371451,3.0703446130532708
14,0.56,4.629827976226807,-0.10392666701227427,4.630994260584727,-0.02244342930492635,-1.6284742918132262,0.03208271205471254,1.6287902932880507,3.121894115886021
15,0.6,4.548382997512817,0.48846644163131714,4.574536846136846,0.10698339304932844,-1.5424864890251633,-0.2944075585294653,1.5703312960469378,-2.9529954309750472
16,0.64,4.794183015823364,0.4594859778881073,4.816151799215324,0.09555053905772538,-1.6938883591875618,-0.11848364498880176,1.69802713391776,-3.071758667628621
17,0.68,4.946555137634277,-0.14367496594786644,4.948641250433919,-0.029037295478639907,-1.7631349987453886,0.3709738513404205,1.8017398874918782,2.934211819384279
18,0.72,4.84855318069458,0.45935116708278656,4.870264001132161,0.09445790958846388,-1.5551718631791478,-0.29466301905520165,1.5828410592421553,-2.9543394312119786
19,0.76,5.213719606399536,-0.017447667196393013,5.21374880055086,-0.003346478787092907,-1.8332906422791657,0.02106241404366346,1.833411629818493,3.1301043020276387
20,0.8,5.201742649078369,-0.2433197945356369,5.20743037492137,-0.046742520401139895,-1.7300882798654063,-0.010064506920767435,1.7301175539330262,-3.135775382004392
21,0.84,5.40346097946167,-0.12015863880515099,5.4047968190344005,-0.022233683004749667,-1.8972924802332747,-0.3040887449718552,1.9215068879315236,-2.9826691681640134
22,0.88,5.244744300842285,-0.990271657705307,5.337413300211259,-0.18661527320697208,-1.7594252904256185,0.4136732901320045,1.8074022639019542,2.9106684759301946
23,0.92,5.191685676574707,-1.3248503804206848,5.358062027902608,-0.24985449942710716,-1.8073955531179169,0.49284800532423423,1.8733867304383516,2.8753808013023208
24,0.96,4.893969535827637,-1.3507221341133118,5.076946730190557,-0.2692931098243383,-1.5990833475560318,0.4187196987352253,1.6529953837019395,2.8854926798162754
25,1.0,4.683704376220703,-1.1258652806282043,4.817121475939027,-0.2359035317495244,-1.5922612338595918,0.261159876982371,1.6135365871889975,2.9790219302224
26,1.04,4.5296618938446045,-0.9253344833850861,4.623211089566367,-0.20151074779698852,-1.620958672393987,0.20675592435730827,1.6340914998451348,3.014726076782166
27,1.08,4.302211761474609,-0.49263401329517365,4.330324966053445,-0.11401058379061363,-1.4854295951937453,-0.010860302146570189,1.485469295690816,-3.134281564138438
28,1.12,3.911072254180908,-0.5016336590051651,3.9431107650268515,-0.1275634245144626,-1.313704150400044,0.14506886830300458,1.3216896652879662,3.0316109053480145
29,1.16,3.8132599592208862,-0.35465188324451447,3.8297166311472908,-0.09273812755582644,-1.3429139426313799,0.17033696896500058,1.3536737200337239,3.0154250857861045
30,1.2,3.760751247406006,0.03466894058510661,3.7609110439236826,0.009218359913913805,-1.3582384676992159,-0.11621611397920384,1.3632013498696152,-3.056236699284741
31,1.24,3.6206225156784058,-0.21197357028722763,3.6268223275393217,-0.058479412194958995,-1.2498656194592699,0.10941909829407563,1.2546460081544089,3.054270590293637
32,1.28,3.5841671228408813,-0.1762780323624611,3.5884993951716173,-0.04914282694773244,-1.3620972925939676,0.09377971271305909,1.3653218188428546,3.0728516367868375
33,1.32,3.4210845232009888,-0.27021126449108124,3.4317391279558542,-0.07882045983243555,-1.2794185799139517,0.14234139144420624,1.2873123064537624,3.030793549627631
34,1.36,3.2857011556625366,-0.10621500015258789,3.2874174834632037,-0.0323151802728554,-1.2612067980236477,0.08554667272685487,1.2641047506420098,3.0738671708446987
35,1.4,3.1879079341888428,-0.3168167769908905,3.203612003199993,-0.09905552584503771,-1.2573838456471762,0.22621583689878016,1.2775710313553206,2.963586962167148
