number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
1,0.04,0.0,114.40516793982376,0.23746903650365458,60.55882523148148,137640722551.29297,98612.71613309273,532534.3867608034,57.31931954089506,82.24482687114198,46.73388913951001
2,0.08,0.0,114.40516793982376,0.23746903650365458,60.55882523148148,137640722551.29297,98612.71613309273,532534.3867608034,57.31931954089506,82.24482687114198,46.73388913951001
3,0.12,0.0,115.6456378202073,0.23353341869279035,59.55475115740741,139932881716.1953,98560.02693407306,532493.028345715,54.8365803433642,79.0481819058642,46.561801911367525
4,0.16,0.0,117.01601001157559,0.23069602703357556,58.83230999228395,143112518537.69922,97834.51706576627,532383.3524258079,52.45929253472222,75.53369454089506,46.67246090841245
5,0.2,0.0,118.58605400944484,0.22735876935150717,57.98114679783951,149598608199.46094,97799.1692956249,538596.9013157752,49.18626109182099,70.96570674189815,46.899511141084986
6,0.24,0.0,120.22835375630272,0.22491840943388094,57.35979890046296,155238816560.01953,97459.52027098168,542006.6075014358,41.78399546682099,60.07568624614198,47.1900357534881
7,0.28,0.0,121.12065322242657,0.2239875538431476,57.12086323302469,158894936516.6797,97626.98972195719,545828.0544122744,30.98260416666667,44.556823398919754,47.24616989192614
8,0.32,0.0,121.98498476271291,0.2206332037644774,56.265521797839504,162167406976.01953,97981.85461799048,549165.2041550279,24.770525655864198,36.0501065779321,47.43297361616884
9,0.36,0.0,122.79085360338323,0.21675929836124758,55.276941550925926,165502639735.95312,98323.6033220294,549939.0275932472,29.52217303240741,43.13711371527778,48.26816174678069
10,0.4,0.0,122.78933131605643,0.21676034735402483,55.27717930169753,165512263884.59766,98318.92747632279,550041.325540971,29.461859085648147,43.04075906635803,48.26838094329799
