number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
59,2.36,0.0,79.39257513890793,0.4226395887629889,107.77846788194445,82255667026.67969,99770.90522760717,673428.9949567309,26.24527199074074,38.0674910783179,57.884568459844324
60,2.4,0.0,79.31349925686308,0.4278469707601045,109.10659529320988,82212902202.625,99661.04610487336,674387.0603548312,27.838115837191356,40.27477864583334,57.90936315580469
61,2.44,0.0,79.16409613960495,0.4320983570904269,110.1891869212963,82970447213.35156,99798.88894996291,677131.2529231828,28.139947434413582,40.73081910686729,57.84192049769661
62,2.48,0.0,79.28959404565663,0.4262152688978466,108.68986834490741,83523329904.91406,100173.17023782818,675661.0232463387,27.930189525462964,40.5006356095679,57.80280919349026
63,2.52,0.0,79.23496937551484,0.42549440917690434,108.50660927854938,83414047799.65234,100420.5337690803,674622.9923031294,28.174945987654322,40.83674961419753,57.68655294362279
64,2.56,0.0,79.08748892411448,0.43013601620152064,109.69023967978396,83572002338.60938,100572.46035706172,674996.4722834184,28.331451581790123,41.00240258487654,57.550287127522445
65,2.6,0.0,79.17938557727989,0.4254316741363879,108.49070650077161,83877912512.32812,100513.0881782824,673864.7288353994,27.970022183641976,40.57262369791667,57.46429629320308
66,2.64,0.0,79.19058637591063,0.4256969728149941,108.55899305555556,83502896895.30078,100574.22259402835,672086.8903053743,28.78450038580247,41.738905044367286,57.39352761340551
67,2.68,0.0,79.05371319977418,0.43011918286170536,109.68488908179012,83508539911.375,100689.53006219618,672291.3737106053,28.416224922839508,41.1325675154321,57.20592956798479
68,2.72,0.0,79.0719424662655,0.427376629106161,108.98629147376543,84518954960.07422,100643.0619293504,672562.63258779,28.516123167438273,41.40432098765432,56.98517050140635
69,2.76,0.0,79.05335067081715,0.4275362657589553,109.02745466820987,85047211637.21094,100759.26920984981,672249.7992440142,29.2840340470679,42.49556254822531,56.79405242335294
70,2.8,0.0,78.81955118202512,0.43283064145813216,110.37848186728395,84991680771.92578,100829.95386428304,672162.9655358252,28.99296778549383,41.99055097415123,56.537540602852
71,2.84,0.0,78.86536505305644,0.4288628215502741,109.36651523919753,86547614257.83984,100845.43290011697,673494.1616862126,28.748220968364198,41.77047863618827,56.31933421920706
72,2.88,0.0,78.67433886913683,0.43277133963782555,110.36278067129629,86433033774.96875,101041.56306022096,673819.147309162,30.29572193287037,43.88709273726852,56.138774989168034
73,2.92,0.0,78.42351138454585,0.4368008797624273,111.39133825231481,87064268933.1875,101447.4980969631,676764.1650062018,29.80325713734568,43.204590326003085,55.93036337781068
74,2.96,0.0,78.43062293257861,0.4314147555478878,110.01833526234567,88216842554.04297,101717.38327547455,678648.0174250634,28.45499035493827,41.29911988811728,55.75272381159076
75,3.0,0.0,78.34286696854997,0.43168072643806205,110.086573591821,89258841721.89062,101625.93838140741,681236.4250225513,28.847326388888888,41.840946180555555,55.65702614765942
76,3.04,0.0,78.24588709637436,0.43639752241761476,111.28943287037038,89551680068.41016,101722.16618606972,682339.3028212079,28.436915991512347,41.157110339506175,55.576859987558876
77,3.08,0.0,78.31814997059563,0.43392178926602937,110.65800009645062,90091250627.83984,101666.43024193167,681908.1401327007,28.185416666666665,40.904884500385805,55.496104441071815
78,3.12,0.0,78.24354067179135,0.4338033030147561,110.6275424382716,90391783679.78125,101787.41354611063,682650.7844759566,28.449458912037038,41.24492428626543,55.4321984373884
